id,colors.0.r,colors.0.g,colors.0.b,colors.1.r,colors.1.g,colors.1.b,colors.0.hex,colors.1.hex
34424,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34425,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34426,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34428,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34429,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34431,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34432,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34433,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34436,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34437,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34439,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34440,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34443,1.0,0.0470588244,0.0470588244,0.349019617,0.368627459,1.0,#ff0c0c,#595eff
34444,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34445,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34447,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34453,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34456,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34457,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34462,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34463,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34464,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34465,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34466,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34468,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34471,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34473,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34475,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34477,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34479,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34482,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34483,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34486,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34489,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34490,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34491,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34492,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34493,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34496,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34498,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34499,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34502,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34503,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34505,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34506,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34507,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34512,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34513,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34514,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34515,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34516,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34517,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34518,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34519,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34520,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34522,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34523,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34524,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34526,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34527,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34530,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34531,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34532,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34533,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34535,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34536,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34537,1.0,0.0470588244,0.0470588244,0.349019617,0.368627459,1.0,#ff0c0c,#595eff
34538,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34541,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34542,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34543,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34545,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34547,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34550,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34553,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34554,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34555,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34556,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34557,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34558,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34561,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34562,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34563,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34564,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34566,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34567,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34568,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34570,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34571,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34573,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34574,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34575,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34578,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34579,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34581,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34584,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34586,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34587,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34588,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34591,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34593,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34594,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34595,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34597,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34598,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34599,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34600,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34601,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34602,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34603,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34607,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34609,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34611,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34612,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34613,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34614,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34616,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34617,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34618,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34620,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34621,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34625,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34627,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34630,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34631,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34633,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34635,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34636,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34637,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34638,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34640,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34641,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34644,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34645,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34646,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34647,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34649,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34650,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34652,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34654,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34657,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34658,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34659,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34660,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34661,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34662,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34663,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34665,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34666,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34667,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34668,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34669,0.9411765,0.23137255,0.929411769,0.0,0.956862748,0.9764706,#f03bed,#00f4f9
34671,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34672,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34673,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34674,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34676,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34678,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34680,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34682,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34686,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34688,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34690,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34693,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34695,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34696,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34697,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34698,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34699,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34700,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34701,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34704,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34705,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34706,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34707,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34708,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34710,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34711,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34712,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34713,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34716,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34717,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34718,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34720,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34722,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34723,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34724,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34725,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34727,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34728,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34729,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34730,1.0,0.0470588244,0.0470588244,0.349019617,0.368627459,1.0,#ff0c0c,#595eff
34732,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34733,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34734,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34736,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34738,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34740,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34741,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34742,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34743,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34744,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34745,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34746,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34747,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34748,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34749,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34751,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34752,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34753,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34754,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34755,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34757,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34759,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34761,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34762,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34763,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34765,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34768,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34769,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34770,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34771,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34772,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34774,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34775,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34776,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34777,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34778,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34780,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34782,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34783,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34784,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34785,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34786,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34788,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34789,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34790,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34791,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34792,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34794,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34795,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34797,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34798,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34799,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34800,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34801,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34803,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34804,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34808,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34809,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34811,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34813,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34816,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34818,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34819,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34821,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34822,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34824,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34827,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34829,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34830,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34831,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34832,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34833,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34834,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34835,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34836,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34838,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34840,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34841,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34845,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34846,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34847,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34850,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34851,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34852,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34853,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34854,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34855,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34857,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34858,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34859,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34860,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34861,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34863,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34864,0.0,0.956862748,0.9764706,0.06666667,0.7921569,0.0117647061,#00f4f9,#11ca03
34865,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34868,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34869,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34872,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34874,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34875,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34876,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34877,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34882,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34883,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34885,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34886,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34887,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34889,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34890,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34891,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34892,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34894,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34895,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34896,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34897,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34898,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34899,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34900,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34901,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34902,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34903,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34904,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34906,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34907,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34908,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34912,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34913,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34914,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34915,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34918,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34920,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34922,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34924,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34925,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34926,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34927,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34929,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34931,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34934,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34935,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34936,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34937,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34938,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34939,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34940,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34941,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34942,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34943,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34944,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34945,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34946,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34948,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34949,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34950,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34951,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34954,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34956,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34957,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34958,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34959,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34960,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34962,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34964,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
34966,1.0,0.0,0.0,0.0,1.0,0.0,#ff0000,#00ff00
